text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
When I had just moved into my new appartment I found a ventilator in the kitchen.  I was going to clean it when I found that the drum was full of mud and slime.  I felt disgusted.|5|3|0.00405|0.00561|0.1222|0.18099|0.00831|0.0136|0.00517|0.00683|0.0045|0.09504|0.02132|0.22458|0.07187|0.00254|0.04357|0.00897|0.00549|0.00516|0.00516|0.01002|0.00557|0.00273|0.01514|0.00379|0.04329|0.11452|0.00629|0.03726|0.00731|0.00932|0.00768|0.98866|0.00656|0.00676|
My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays.|6|2|0.0116|0.0152|0.04451|0.04979|0.01146|0.01842|0.00968|0.01124|0.00723|0.14673|0.04273|0.07376|0.15106|0.00856|0.02832|0.01659|0.0143|0.01362|0.01634|0.01862|0.00628|0.00462|0.02236|0.00909|0.27447|0.49891|0.0181|0.02296|0.99318|0.00449|0.00355|0.00415|0.00344|0.00387|
At my Summer job a new caretaker had been employed who was my age  but I preferred going out for lunch with the accounts personnel rather than with him.|7|1|0.00306|0.00104|0.00096|0.00748|0.05786|0.00899|0.00337|0.00192|0.00449|0.01239|0.01115|0.00116|0.00116|0.00277|0.00099|0.00084|0.00044|0.00298|0.002|0.00085|0.00756|0.00077|0.02569|0.00129|0.00071|0.00451|0.0013|0.84221|0.07529|0.08796|0.00621|0.37792|0.02821|0.00079|
Passed an exam by 2 points.|1|2|0.00653|0.00253|0.00161|0.00538|0.05181|0.00388|0.00297|0.00139|0.00261|0.0039|0.00409|0.00116|0.00082|0.00265|0.00131|0.00102|0.00042|0.00169|0.00134|0.0008|0.00868|0.00084|0.01982|0.00088|0.00049|0.00288|0.00132|0.91911|0.00758|0.42575|0.00292|0.13292|0.36306|0.00849|
In a cottage in a large forest, I was alone for a while in the dark.|2|2|0.00167|0.00533|0.00335|0.01344|0.0134|0.00806|0.00967|0.00541|0.01067|0.03509|0.00591|0.00387|0.00526|0.00893|0.01208|0.00236|0.00182|0.01093|0.0047|0.00823|0.004|0.00246|0.04664|0.00392|0.00539|0.06598|0.0077|0.54108|0.15214|0.00388|0.00122|0.01671|0.83134|0.00302|
When I spoke to Jan-Erik Wikstr÷m on the telephone. |3|2|0.00426|0.00416|0.00288|0.00517|0.00847|0.00207|0.00874|0.00655|0.00121|0.00217|0.00391|0.00134|0.00101|0.00532|0.00083|0.00114|0.00043|0.00279|0.00156|0.00078|0.00307|0.00089|0.01101|0.00097|0.00071|0.0023|0.00356|0.94651|0.00455|0.06109|0.00504|0.74962|0.35512|0.00963|
Railway station good-bye.|4|2|0.00455|0.00367|0.01006|0.01633|0.03485|0.07871|0.00311|0.00503|0.00882|0.00602|0.01422|0.00356|0.003|0.00899|0.00363|0.01836|0.00155|0.01932|0.00636|0.0027|0.01296|0.00285|0.01077|0.00478|0.00354|0.00572|0.00302|0.80446|0.00528|0.76219|0.00667|0.04181|0.02511|0.00325|
I saw a cripple in rags with small children in Italy.  He was probably an imposter.|5|3|0.00172|0.00193|0.01487|0.0495|0.01382|0.00302|0.006|0.00316|0.00158|0.01382|0.01043|0.00889|0.00255|0.00145|0.00292|0.00054|0.00059|0.00062|0.00081|0.00131|0.00361|0.00092|0.02358|0.00083|0.00139|0.00623|0.00248|0.91112|0.01042|0.02194|0.00267|0.78623|0.4627|0.00601|
I told a friend that I was going to a party and he would not enjoy himself if he came along.  He understood  that he would not have fitted in and there was something in that.|6|3|0.00112|0.00174|0.00266|0.01883|0.06205|0.00805|0.01759|0.00218|0.00537|0.02267|0.08093|0.00158|0.00174|0.0012|0.00136|0.00065|0.00052|0.00089|0.00092|0.00114|0.00953|0.00063|0.05494|0.00129|0.00163|0.00545|0.00172|0.68838|0.00229|0.96692|0.01396|0.02164|0.00372|0.0023|
I was the reason behind the break-up of my friend's relationship with his girlfriend.  She finished with him.|7|4|0.00201|0.00249|0.00421|0.02066|0.02678|0.00372|0.00346|0.00165|0.00754|0.04299|0.01002|0.00258|0.0034|0.00191|0.00181|0.00055|0.00088|0.00168|0.00295|0.00192|0.00402|0.0011|0.04476|0.00123|0.00384|0.03204|0.00156|0.70941|0.68758|0.01072|0.00117|0.22543|0.01008|0.00102|
I passed an exam that I was absolutely certain that I had failed.|1|3|0.00866|0.01123|0.00439|0.01941|0.12653|0.01149|0.02734|0.00579|0.08144|0.23072|0.02124|0.008|0.01339|0.01249|0.04605|0.00523|0.00797|0.00642|0.00575|0.01689|0.10148|0.007|0.27001|0.00747|0.01565|0.11173|0.01898|0.16484|0.09294|0.4842|0.00062|0.02397|0.02359|0.00118|
On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.|2|4|0.01551|0.01791|0.01201|0.01859|0.04766|0.02497|0.02025|0.01181|0.00901|0.03389|0.01337|0.0507|0.02416|0.02269|0.66412|0.01998|0.00726|0.00906|0.01302|0.0517|0.02829|0.00546|0.03352|0.0063|0.01512|0.05731|0.0342|0.07871|0.00623|0.01094|0.00526|0.00827|0.98056|0.01642|
I locked myself out.|3|3|0.00248|0.00176|0.06767|0.0709|0.01016|0.01156|0.00186|0.00165|0.00512|0.033|0.01399|0.01014|0.0047|0.00163|0.00585|0.00164|0.00117|0.00203|0.0028|0.00228|0.00488|0.00141|0.0139|0.00156|0.00432|0.03952|0.00168|0.75787|0.01293|0.01979|0.00173|0.84504|0.24034|0.00332|
I missed the last tram home and had to walk in the pouring rain.|4|3|0.00755|0.00525|0.01202|0.01876|0.01219|0.02154|0.0091|0.00629|0.03024|0.28244|0.0177|0.00869|0.0213|0.01436|0.03084|0.00818|0.00916|0.01158|0.00658|0.02357|0.01322|0.00624|0.05504|0.00884|0.05227|0.69665|0.0195|0.1859|0.99001|0.00301|0.00223|0.00598|0.0091|0.00291|
I found some worms in the food and I had obviously eaten some.|5|4|0.00209|0.00662|0.00297|0.01589|0.03459|0.00311|0.00991|0.00701|0.00249|0.00684|0.00325|0.00532|0.00323|0.00424|0.00406|0.00116|0.00089|0.00256|0.00185|0.00222|0.0034|0.00124|0.04857|0.00143|0.00243|0.00673|0.00414|0.8704|0.00747|0.07595|0.00237|0.58075|0.33273|0.01271|
My friend was so intoxicated that the police came and took him away, and they later contacted his parents.|6|3|0.00273|0.00461|0.01651|0.06548|0.01372|0.01013|0.00238|0.00254|0.00928|0.15675|0.0164|0.02714|0.0199|0.0028|0.0192|0.00381|0.00288|0.00495|0.01765|0.01007|0.00355|0.00265|0.02395|0.00326|0.00977|0.22372|0.00282|0.30673|0.00771|0.00642|0.00289|0.6272|0.46413|0.00272|
I hapened to overhear something which I was not meant to hear.|7|2|0.0006|0.0079|0.00614|0.04989|0.03082|0.01014|0.01356|0.00275|0.00812|0.05994|0.04581|0.00649|0.006|0.0018|0.0067|0.00131|0.00112|0.00205|0.00094|0.00443|0.00682|0.00111|0.07299|0.00249|0.00461|0.02872|0.00222|0.60085|0.01177|0.03973|0.00252|0.83545|0.29984|0.00595|
When I won a trip to Greece in a competition.|1|4|0.00952|0.00303|0.0013|0.00339|0.03506|0.00338|0.01149|0.01535|0.01831|0.00762|0.00215|0.00081|0.00107|0.0156|0.00139|0.0013|0.00106|0.00516|0.00394|0.00143|0.03565|0.00184|0.05137|0.0018|0.00108|0.00433|0.01163|0.69023|0.00649|0.88778|0.00592|0.25848|0.06136|0.01969|
When I am out in the dark and a suspicious looking character comes towards me.|2|3|0.00111|0.00478|0.00407|0.02078|0.02254|0.00698|0.19428|0.05358|0.00494|0.01989|0.0114|0.00769|0.0058|0.00466|0.01854|0.0017|0.00156|0.00224|0.00221|0.00833|0.01273|0.00163|0.07641|0.00301|0.00476|0.00643|0.01874|0.47126|0.00436|0.01074|0.00432|0.00911|0.96899|0.02263|
At work, when an elderly man complained unjustifiably about me and distrusted me.|3|3|0.00747|0.0023|0.10974|0.36704|0.05646|0.03603|0.01357|0.00649|0.00442|0.11139|0.17977|0.06033|0.01982|0.00254|0.01908|0.00452|0.00319|0.0027|0.00156|0.0054|0.01151|0.00256|0.02588|0.0034|0.01313|0.01554|0.00475|0.06598|0.00966|0.00229|0.00316|0.61492|0.55081|0.00208|
When I had not understood anything after a lecture.|4|3|0.0018|0.00855|0.00431|0.02653|0.02284|0.00232|0.32961|0.03383|0.00376|0.01962|0.04762|0.00352|0.00377|0.006|0.00308|0.00141|0.00144|0.0028|0.00057|0.00318|0.00796|0.00161|0.10324|0.0027|0.00348|0.00688|0.02073|0.56388|0.00608|0.17588|0.00746|0.42611|0.34542|0.02199|
When an alcoholic stood dribbling over a food counter.|5|2|0.00373|0.00489|0.00482|0.01425|0.01338|0.00505|0.00455|0.00256|0.00151|0.00522|0.00607|0.00324|0.00154|0.00336|0.00166|0.00119|0.0006|0.00314|0.00097|0.00123|0.00501|0.00107|0.01457|0.00126|0.00076|0.00472|0.00211|0.95851|0.00782|0.00727|0.00284|0.89272|0.47066|0.00598|
When my friend and I were discussing the good looks of a guy we realized that he had been listening.|6|1|0.02633|0.01038|0.00245|0.01143|0.06261|0.00318|0.04377|0.02072|0.02875|0.02974|0.00409|0.00404|0.00623|0.03184|0.00693|0.00319|0.00414|0.00748|0.00409|0.00615|0.04272|0.00522|0.30203|0.00494|0.00921|0.00984|0.07665|0.33616|0.00144|0.12198|0.00336|0.07941|0.19743|0.05516|
When I complained about a colleague to the manager and he told her that someone had complained; this colleague came to me believing that I liked her.|7|2|0.00683|0.00487|0.00282|0.01948|0.11546|0.00359|0.00333|0.00226|0.0038|0.00895|0.01351|0.00242|0.00168|0.00214|0.00085|0.00041|0.00056|0.00197|0.01665|0.00092|0.00373|0.00101|0.02806|0.00107|0.00078|0.00355|0.00145|0.80882|0.00578|0.00633|0.76944|0.18515|0.00749|0.00375|
At a friend's birthday party with some of my closest friends.  It was all very pleasant and one could say that I was happy to have such good friends.|1|3|0.0549|0.01449|0.00356|0.00746|0.03402|0.03127|0.0058|0.00668|0.00924|0.00757|0.01056|0.00384|0.00382|0.09937|0.00248|0.09244|0.00307|0.73952|0.01874|0.00284|0.01908|0.00565|0.00804|0.01528|0.00219|0.01046|0.00788|0.0511|0.00257|0.98974|0.00548|0.00468|0.00226|0.0022|
On the way home one Friday night in the heavy rain the car acquaplanned.  I lost contact with the road surface for a few seconds.|2|2|0.00681|0.00422|0.00754|0.01743|0.02282|0.0265|0.00788|0.00393|0.01611|0.23758|0.01359|0.00995|0.02059|0.01422|0.04992|0.00614|0.00731|0.01093|0.00529|0.02567|0.01153|0.00522|0.06373|0.00827|0.05405|0.55506|0.01922|0.18975|0.89911|0.00375|0.00116|0.0032|0.14634|0.00279|
Mad at my dad.|3|2|0.00401|0.02023|0.49867|0.35248|0.00385|0.0063|0.00523|0.00726|0.0035|0.02464|0.0166|0.05025|0.01252|0.00538|0.00395|0.00206|0.00233|0.00925|0.00233|0.00266|0.00536|0.00203|0.00922|0.00189|0.00747|0.01394|0.00994|0.08728|0.00684|0.0082|0.00432|0.98435|0.01848|0.00637|
A case of unrequited love.|4|3|0.00604|0.00354|0.00684|0.02049|0.03684|0.01055|0.00504|0.00524|0.04353|0.116|0.0465|0.00725|0.01|0.00391|0.01208|0.00207|0.00276|0.00594|0.41075|0.00811|0.00921|0.00353|0.03469|0.0039|0.00554|0.08586|0.0048|0.23066|0.01085|0.01064|0.00532|0.6153|0.63905|0.0063|
A bad smelling cucumber.|5|3|0.00364|0.00365|0.01834|0.09507|0.03672|0.01522|0.00581|0.00495|0.00173|0.02929|0.04406|0.12705|0.01182|0.00237|0.03331|0.00404|0.00185|0.00221|0.00457|0.00616|0.00444|0.0018|0.0205|0.00286|0.00276|0.0115|0.00383|0.58591|0.00822|0.00813|0.00361|0.87501|0.42921|0.00754|
Nearly caught masturbating.|6|3|0.00868|0.01111|0.01001|0.01733|0.018|0.01045|0.00551|0.00376|0.00374|0.06434|0.01287|0.02825|0.02286|0.01685|0.20325|0.00858|0.0049|0.00823|0.00524|0.02613|0.00646|0.004|0.02166|0.00386|0.01081|0.16236|0.04284|0.17008|0.00466|0.03207|0.00466|0.07636|0.81399|0.03058|
I do not help out enough at home.|7|1|0.00956|0.0051|0.0308|0.06536|0.07294|0.13522|0.00772|0.00268|0.00579|0.04289|0.46452|0.01048|0.00648|0.00365|0.00617|0.01077|0.00229|0.01061|0.00645|0.00373|0.01166|0.00182|0.01114|0.0063|0.00326|0.02243|0.00284|0.15802|0.00464|0.79779|0.00517|0.32236|0.01341|0.00281|
I felt very happy when I won the football pools.|1|3|0.02848|0.03785|0.00532|0.01197|0.03661|0.02812|0.00649|0.005|0.00956|0.0183|0.01466|0.00613|0.0081|0.08034|0.00388|0.04053|0.00449|0.77677|0.02089|0.0051|0.01485|0.00552|0.01124|0.01784|0.00437|0.03831|0.01192|0.02518|0.003|0.99172|0.00477|0.00436|0.00223|0.0025|
When I flew from Athens to Copenhagen after a holiday.  The plane was caught in a storm and it began to shake and I thouhght that we were going to crash.|2|3|0.00357|0.00568|0.00415|0.01742|0.00902|0.00408|0.0074|0.00313|0.00845|0.06517|0.00638|0.00547|0.005|0.00919|0.00681|0.00159|0.00188|0.00746|0.0026|0.00511|0.0062|0.00295|0.06261|0.00286|0.00429|0.07389|0.01025|0.71793|0.0516|0.03171|0.00156|0.13174|0.74022|0.00694|
When someone stole my bike.|3|3|0.00341|0.00265|0.00548|0.0137|0.00867|0.00243|0.00479|0.00582|0.00241|0.01232|0.00355|0.00353|0.00253|0.00385|0.00225|0.00096|0.00077|0.00227|0.00199|0.00177|0.00272|0.00128|0.02455|0.0012|0.00136|0.0129|0.00501|0.91255|0.0076|0.00953|0.00217|0.78635|0.52495|0.00658|
When I saw the list of books to read for an acccouting course, I thought \ Oh God how will I ever manaage it!\""|4|0|0.01501|0.00456|0.00523|0.00893|0.01722|0.00502|0.05303|0.17394|0.03949|0.0177|0.00447|0.00165|0.00324|0.1095|0.00512|0.00409|0.00347|0.01425|0.00664|0.0058|0.02463|0.00595|0.06148|0.0044|0.00627|0.01169|0.33197|0.17366|0.0084|0.75942|0.00643|0.23545|0.02696|0.00559|
It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year 2000.  An illustration showed a frog between two pieces of bread.|5|2|0.00426|0.00438|0.00155|0.00534|0.0815|0.00422|0.03426|0.01529|0.03474|0.01784|0.00505|0.00145|0.0019|0.02067|0.00532|0.00194|0.00178|0.0051|0.00457|0.00404|0.06773|0.00277|0.17822|0.0032|0.00288|0.00671|0.02508|0.51934|0.00229|0.20938|0.00328|0.10486|0.12746|0.01504|
When I dropped a bottle in the state liquor store and everyboby started laughing.|6|4|0.00262|0.84172|0.00649|0.01196|0.01115|0.00362|0.00605|0.00419|0.00299|0.00339|0.00911|0.00375|0.00372|0.00641|0.00177|0.00849|0.00127|0.04545|0.00425|0.00159|0.00461|0.00093|0.00847|0.00246|0.00258|0.00669|0.00515|0.06507|0.00302|0.04342|0.00234|0.60174|0.32792|0.04076|
When I was young - 14, I pinched from a store and was caught.  The store then contacted my parents.|7|3|0.00357|0.00485|0.00387|0.01665|0.03613|0.00639|0.00971|0.00403|0.02235|0.10272|0.00836|0.00549|0.00835|0.00825|0.0132|0.00248|0.00318|0.0065|0.00595|0.00975|0.00936|0.00378|0.1543|0.00413|0.00775|0.08466|0.0127|0.68888|0.00341|0.01679|0.0026|0.16047|0.87507|0.00821|
When the whole family gets together for a one week holiday.  Everybody feels free and the trip is well planned.  It works out well and we enjoy ourselves.|1|3|0.07033|0.02739|0.00748|0.01548|0.06109|0.07103|0.00539|0.00493|0.01272|0.01308|0.01505|0.00645|0.00626|0.09039|0.00391|0.05686|0.00431|0.79463|0.03152|0.00471|0.03555|0.00738|0.0112|0.01936|0.0027|0.01355|0.00878|0.03586|0.00339|0.99164|0.00508|0.00355|0.00244|0.00296|
When I could not find my 2 year old daughter.  I ran and looked for her everywhere and could not find her.  (I finally found her, she had gone to bed to sleep)|2|4|0.00331|0.00368|0.00247|0.00903|0.00769|0.00469|0.01096|0.00848|0.01452|0.04486|0.00515|0.00176|0.00318|0.00694|0.00344|0.00127|0.00161|0.00578|0.00674|0.00424|0.0069|0.00204|0.04938|0.00253|0.00283|0.04841|0.00744|0.71979|0.018|0.32985|0.00187|0.11082|0.13855|0.00424|
When friends try to put me down or hurt me.  |3|4|0.00495|0.00278|0.02247|0.03308|0.01655|0.06227|0.00442|0.00538|0.02575|0.12694|0.00866|0.00842|0.00742|0.00427|0.01919|0.00321|0.00332|0.00589|0.0055|0.01091|0.02004|0.00313|0.02818|0.00486|0.00947|0.27768|0.00348|0.37295|0.22612|0.00454|0.00081|0.08872|0.28001|0.00141|
Marriage crises.  Boredom.|4|4|0.00254|0.0038|0.00939|0.05075|0.00924|0.00617|0.0027|0.00295|0.00317|0.02254|0.00738|0.0088|0.00353|0.00281|0.00316|0.00076|0.00092|0.00383|0.00195|0.00225|0.00399|0.00156|0.01688|0.00148|0.00113|0.01552|0.00263|0.88451|0.22365|0.00456|0.00104|0.29991|0.18031|0.00251|
When someone makes advances that one does not want.|5|4|0.00141|0.00218|0.00516|0.01874|0.00988|0.00406|0.00535|0.00211|0.0016|0.00758|0.04779|0.00172|0.00107|0.00099|0.00053|0.00053|0.00029|0.00113|0.00118|0.0005|0.00369|0.00047|0.01043|0.00086|0.00045|0.00301|0.0011|0.90834|0.00382|0.02599|0.01551|0.89227|0.1019|0.00331|
The discovery that one has only thought of oneself.|6|3|0.00427|0.00257|0.0017|0.00518|0.01991|0.00171|0.01204|0.00709|0.0012|0.0025|0.00392|0.0012|0.00092|0.00251|0.00113|0.00087|0.0004|0.00085|0.00073|0.00063|0.0045|0.00063|0.02355|0.00077|0.00074|0.00143|0.00371|0.92155|0.004|0.0633|0.00472|0.32616|0.45668|0.01807|
When I spanked a child in anger and later regretted it terribly.|7|4|0.00459|0.01258|0.09412|0.06129|0.01317|0.0214|0.01001|0.00978|0.0124|0.10747|0.02921|0.02583|0.05744|0.00816|0.01706|0.00854|0.01012|0.00691|0.00619|0.01204|0.00794|0.00366|0.02752|0.00626|0.37862|0.49719|0.0145|0.04044|0.90264|0.00223|0.00279|0.07795|0.00282|0.00104|
When I passed the first examination that I had to repeat.|1|3|0.00326|0.00511|0.00194|0.00625|0.04243|0.00577|0.02408|0.01335|0.03823|0.02594|0.0041|0.00236|0.00326|0.01405|0.00606|0.00206|0.00239|0.00781|0.00482|0.00527|0.0338|0.00308|0.15552|0.00355|0.00411|0.01672|0.0161|0.74524|0.09211|0.05107|0.001|0.21456|0.45219|0.00454|
When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit.|2|3|0.00387|0.00307|0.00392|0.01421|0.01061|0.00161|0.01018|0.00269|0.002|0.01126|0.00994|0.00238|0.00177|0.00364|0.0015|0.00052|0.00062|0.00149|0.00066|0.00109|0.00366|0.00111|0.03879|0.00101|0.00128|0.00562|0.00397|0.93255|0.01324|0.01307|0.00177|0.89526|0.21335|0.00617|
When my boyfriend went away for a month long holiday without me.|3|3|0.00243|0.00316|0.00362|0.0092|0.00667|0.00463|0.00324|0.00361|0.00315|0.00898|0.00434|0.00203|0.00202|0.00409|0.0011|0.00101|0.00061|0.0044|0.00464|0.00137|0.00351|0.00119|0.01479|0.00136|0.00129|0.01194|0.00251|0.92362|0.13055|0.00878|0.00208|0.55434|0.35874|0.0032|
Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat; my boyfriend went to Greece for a holiday for a month.|4|4|0.00219|0.00285|0.00176|0.00662|0.02345|0.00569|0.00587|0.00487|0.0132|0.01239|0.00266|0.0015|0.00192|0.0055|0.0018|0.00123|0.00095|0.00532|0.0051|0.00208|0.0129|0.00154|0.04719|0.00176|0.0018|0.01052|0.00334|0.85793|0.06269|0.01566|0.00259|0.51111|0.3673|0.00315|
When a dog is left whining outside a shop.|5|2|0.00322|0.01715|0.01227|0.05299|0.02109|0.01893|0.00773|0.00492|0.0111|0.05414|0.00784|0.02386|0.01209|0.01983|0.04819|0.00422|0.00316|0.01925|0.0049|0.02132|0.01141|0.00494|0.05138|0.00622|0.00421|0.05429|0.00902|0.5832|0.00957|0.01196|0.00242|0.67246|0.76389|0.00979|
When I promised to help a friend over a weekend and did not keep the promise.|6|2|0.002|0.00154|0.00441|0.01461|0.08852|0.08898|0.00722|0.00288|0.03985|0.04045|0.08417|0.00196|0.00271|0.00224|0.00369|0.00336|0.00124|0.00267|0.00451|0.00299|0.05062|0.00143|0.033|0.00338|0.00331|0.01146|0.00195|0.47266|0.00676|0.71179|0.01023|0.3452|0.04738|0.00343|
When I realized that I had three more examinations to take.|7|3|0.00635|0.01372|0.00409|0.01276|0.06356|0.00554|0.07161|0.02512|0.06511|0.04333|0.00751|0.00546|0.0088|0.01712|0.02069|0.00455|0.00537|0.00595|0.00319|0.00975|0.07565|0.00419|0.37305|0.0054|0.02134|0.01684|0.07533|0.20759|0.00684|0.58328|0.00183|0.0523|0.33863|0.00843|
The day I was told that I had been accepted as a student of economics.|1|4|0.00403|0.00428|0.00112|0.00367|0.06588|0.00451|0.00911|0.00556|0.01454|0.00552|0.0025|0.001|0.00124|0.01276|0.00169|0.00192|0.00098|0.00768|0.00263|0.00151|0.02138|0.00157|0.06638|0.00187|0.00157|0.00411|0.00569|0.78436|0.0022|0.96126|0.01875|0.00545|0.00344|0.00178|
While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money.  I was scared and was saved only by the appearance of other people.|2|3|0.0176|0.02025|0.01248|0.01829|0.03755|0.02159|0.01557|0.00845|0.00917|0.02708|0.01186|0.05322|0.02102|0.02101|0.64216|0.0239|0.00674|0.01047|0.01578|0.04302|0.02879|0.00548|0.02814|0.00599|0.01179|0.05147|0.02539|0.06532|0.00742|0.01139|0.00467|0.00836|0.98046|0.01784|
At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i.e non Swedish speaking.  My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used .|3|4|0.00373|0.01096|0.42379|0.45204|0.00857|0.01045|0.00438|0.00459|0.0062|0.04514|0.02405|0.08321|0.02282|0.00205|0.00784|0.00291|0.00273|0.00435|0.00449|0.00342|0.00603|0.00223|0.014|0.0021|0.0137|0.0256|0.0031|0.06225|0.04086|0.00783|0.00393|0.95981|0.00985|0.00231|
